0,1,2,3,4,5,6,7,8
-3.2005677,4.2367015,-1.2926139,0.12275067,4.56966,5.6270084,0.46719477,-1.3157715,-0.11844926
1.0901175,4.866837,-1.6634912,2.7873917,1.857631,2.5622387,1.2971338,-6.716389,0.69791144
1.6929857,3.0101411,-1.7022543,3.5145297,4.358968,2.5359328,0.75220084,-3.8188868,0.10182745
-2.0445004,3.6867063,-0.6485339,0.4892565,5.944749,2.8823736,-0.9870765,-0.3425294,1.5195963
-2.8878522,5.1778865,-1.5969588,0.20899722,3.6287177,4.156608,0.60594636,-0.75169396,1.770041
-2.4166787,0.85875773,1.793382,-1.916102,4.271226,5.120109,0.25692913,-0.40798238,0.163019
1.529229,1.1387068,2.7646077,1.3583993,0.8783821,1.3080231,2.0057628,-1.758133,-0.4987237
-2.723869,4.2889314,-0.3766585,-0.87653196,4.2512803,3.7200582,-0.7976761,-3.7727218,1.8429031
-3.2390575,4.4333997,-1.5347103,-0.63874555,4.1954412,5.63844,0.699648,-0.5403771,1.9876207
0.67830694,4.552182,-0.8071745,2.1539493,2.6540012,3.3414934,0.71998346,-7.6643534,-0.14312279
-5.117334,4.8565497,-1.3995467,-1.1075491,4.6014395,6.9873767,1.3425047,-0.43782195,1.5415297
0.95410025,4.831986,-1.2413936,3.4175575,3.0324447,4.2950177,0.9386368,-6.563394,-2.9361792
-4.727965,5.1024804,-0.8772322,-1.7859643,4.800833,7.7088103,0.6352975,-0.7045117,1.2974575
0.44908166,1.3891432,2.3575037,2.0057366,0.87268883,2.0075846,2.12818,-2.690584,-2.8059745
